TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Repair,RT900273,2024-05-19,10481,OnePlus Nord 2 - Battery Drain,Repairs,125.15,40.95,84.2,Phone,Cash,E06,Completed,Battery Drain
Repair,RT900274,2024-05-19,10774,Samsung Galaxy A55 - No Power,Repairs,173.2,58.95,114.25,Walk-in,Cash,E05,Completed,No Power
Repair,RT900275,2024-05-19,10730,Google Pixel 8a - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Cash,E05,Completed,Screen Crack
Repair,RT900276,2024-05-19,10680,Oppo A78 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E06,Completed,Battery Drain
Sale,SO700370,2024-05-20,10253,P021; P017; P013,Sales,67.63,23.4,44.23,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO700371,2024-05-20,10800,P013,Sales,23.65,8.4,15.25,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO700372,2024-05-20,10191,P006,Sales,738.15,570.0,168.15,WhatsApp,Cash,E12,Completed,Phone sales order
Sale,SO700373,2024-05-20,10074,P014,Sales,36.76,11.1,25.66,Website,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700374,2024-05-21,10533,P010,Sales,521.55,385.0,136.55,In-Store,Card,E09,Completed,Phone sales order
Repair,RT900277,2024-05-21,10765,Samsung Galaxy A55 - Screen Crack,Repairs,237.45,82.95,154.5,WhatsApp,Bizum,E04,Completed,Screen Crack
Repair,RT900278,2024-05-21,10038,Google Pixel 8a - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,PayPal,E04,Completed,Screen Crack
Sale,SO700375,2024-05-22,10373,P022,Sales,24.9,1.5,23.4,WhatsApp,Cash,E03,Completed,Phone sales order
Sale,SO700376,2024-05-22,10727,P008; P008,Sales,1745.7,1560.0,185.7,In-Store,Bizum,E12,Completed,Phone sales order
Sale,SO700377,2024-05-22,10155,P022; P012,Sales,36.07,4.6,31.47,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700378,2024-05-22,10204,P004,Sales,479.0,360.0,119.0,In-Store,Card,E01,Completed,Phone sales order
Sale,SO700379,2024-05-22,10546,P009; P021,Sales,509.1,431.0,78.1,In-Store,PayPal,E01,Completed,Phone sales order
Repair,RT900279,2024-05-22,10095,Apple iPhone 15 - Battery Drain,Repairs,126.35,41.7,84.65,Website,Card,E11,Completed,Battery Drain
Sale,SO700380,2024-05-23,10264,P013; P019,Sales,125.87,57.9,67.97,Website,Card,E01,Completed,Phone sales order
Sale,SO700381,2024-05-23,10194,P005,Sales,759.05,610.0,149.05,Website,Bank Transfer,E08,Completed,Phone sales order
Repair,RT900280,2024-05-23,10710,Samsung Galaxy A34 - Speaker Issue,Repairs,88.55,27.7,60.85,Walk-in,Card,E05,Completed,Speaker Issue
Sale,SO700382,2024-05-24,10500,P013; P016,Sales,101.9,47.4,54.5,WhatsApp,Bizum,E08,Completed,Phone sales order
Sale,SO700383,2024-05-24,10529,P003,Sales,1798.0,1380.0,418.0,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700384,2024-05-24,10585,P008; P007,Sales,1003.05,765.0,238.05,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO700385,2024-05-24,10477,P023; P004; P024,Sales,501.92,369.2,132.72,In-Store,Cash,E09,Completed,Phone sales order
Repair,RT900281,2024-05-24,10197,Samsung Galaxy A55 - Battery Drain,Repairs,125.15,40.95,84.2,Phone,Bank Transfer,E04,Waiting Parts,Battery Drain
Repair,RT900282,2024-05-24,10222,OnePlus Nord 2 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO700386,2024-05-25,10303,P017,Sales,19.8,4.0,15.8,Website,PayPal,E03,Completed,Phone sales order
Sale,SO700387,2024-05-25,10575,P022; P021,Sales,74.48,23.5,50.98,Website,Cash,E03,Completed,Phone sales order
Sale,SO700388,2024-05-25,10353,P005,Sales,719.1,610.0,109.1,WhatsApp,PayPal,E02,Completed,Phone sales order
Sale,SO700389,2024-05-25,10236,P006,Sales,246.05,190.0,56.05,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO700390,2024-05-25,10280,P003,Sales,809.1,690.0,119.1,In-Store,Card,E01,Completed,Phone sales order
Repair,RT900283,2024-05-25,10476,Apple iPhone SE - Camera Failure,Repairs,146.75,48.95,97.8,Walk-in,Bank Transfer,E05,Completed,Camera Failure
Sale,SO700391,2024-05-26,10704,P001; P020; P016,Sales,928.57,791.6,136.97,Website,Card,E09,Completed,Phone sales order
Sale,SO700392,2024-05-26,10236,P006; P002,Sales,2810.3,2315.0,495.3,In-Store,Card,E03,Completed,Phone sales order
Sale,SO700393,2024-05-26,10560,P015; P017; P014,Sales,62.05,23.7,38.35,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700394,2024-05-26,10217,P018,Sales,17.9,5.0,12.9,Phone,Cash,E12,Completed,Phone sales order
Sale,SO700395,2024-05-26,10755,P021; P005,Sales,1305.31,1231.0,74.31,In-Store,Card,E12,Completed,Phone sales order
Sale,SO700396,2024-05-26,10634,P009,Sales,599.0,420.0,179.0,WhatsApp,Cash,E02,Completed,Phone sales order
Repair,RT900284,2024-05-26,10763,Apple iPhone SE - Battery Drain,Repairs,121.35,39.95,81.4,WhatsApp,Bizum,E04,Completed,Battery Drain
Repair,RT900285,2024-05-26,10215,Apple iPhone 12 - Screen Crack,Repairs,259.05,90.95,168.1,Walk-in,Card,E11,Completed,Screen Crack
Sale,SO700397,2024-05-27,10309,P020,Sales,11.9,2.8,9.1,Phone,Card,E03,Completed,Phone sales order
Sale,SO700398,2024-05-27,10702,P014; P010; P013,Sales,553.02,405.5,147.52,Phone,Cash,E12,Completed,Phone sales order
Sale,SO700399,2024-05-27,10389,P005,Sales,679.15,610.0,69.15,Phone,Cash,E12,Completed,Phone sales order
Sale,SO700400,2024-05-27,10727,P015; P002,Sales,884.91,663.0,221.91,WhatsApp,Card,E09,Completed,Phone sales order
Sale,SO700401,2024-05-28,10782,P004; P002,Sales,3002.05,2295.0,707.05,In-Store,Bank Transfer,E08,Completed,Phone sales order
Sale,SO700402,2024-05-28,10633,P004; P006,Sales,738.0,550.0,188.0,Website,Bank Transfer,E02,Completed,Phone sales order
Sale,SO700403,2024-05-28,10701,P023; P008,Sales,1076.91,781.2,295.71,Phone,Card,E12,Completed,Phone sales order
Repair,RT900286,2024-05-28,10244,OnePlus Nord 3 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Cash,E06,Completed,Battery Drain
Repair,RT900287,2024-05-28,10658,Oppo Reno 10 - Screen Crack,Repairs,242.45,84.7,157.75,Website,Bizum,E05,Completed,Screen Crack
Repair,RT900288,2024-05-28,10779,Apple iPhone 13 - Battery Drain,Repairs,116.35,38.2,78.15,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT900289,2024-05-28,10096,Google Pixel 8 - Battery Drain,Repairs,100.15,32.2,67.95,WhatsApp,Cash,E06,Completed,Battery Drain
Sale,SO700404,2024-05-29,10661,P005; P009; P006,Sales,2196.1,1640.0,556.1,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700405,2024-05-29,10637,P007,Sales,399.2,375.0,24.2,In-Store,Bank Transfer,E01,Completed,Phone sales order
Sale,SO700406,2024-05-29,10794,P013,Sales,23.65,8.4,15.25,Phone,Bank Transfer,E08,Completed,Phone sales order
Sale,SO700407,2024-05-29,10118,P010; P009; P009,Sales,2318.55,1645.0,673.55,In-Store,Bizum,E08,Completed,Phone sales order
Repair,RT900290,2024-05-29,10657,Huawei P40 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Cash,E11,Completed,Water Damage
Repair,RT900291,2024-05-29,10761,Xiaomi Redmi Note 13 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Bizum,E04,Completed,Charging Problem
Repair,RT900292,2024-05-29,10024,Xiaomi Redmi Note 13 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,PayPal,E11,Completed,Battery Drain
Sale,SO700408,2024-05-30,10757,P007,Sales,499.0,375.0,124.0,Marketplace,Card,E01,Completed,Phone sales order
Sale,SO700409,2024-05-30,10474,P024; P019,Sales,85.32,24.5,60.82,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO700410,2024-05-30,10396,P017; P023; P003,Sales,858.7,697.2,161.5,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700411,2024-05-31,10692,P005,Sales,1438.2,1220.0,218.2,In-Store,Card,E03,Completed,Phone sales order
Sale,SO700412,2024-05-31,10168,P010,Sales,1098.0,770.0,328.0,In-Store,Card,E03,Completed,Phone sales order
Sale,SO700413,2024-05-31,10226,P002; P009,Sales,1260.75,1065.0,195.75,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700414,2024-05-31,10381,P013; P014,Sales,36.55,12.1,24.45,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO700415,2024-05-31,10548,P009; P007,Sales,1961.25,1545.0,416.25,Website,Cash,E02,Completed,Phone sales order
Repair,RT900293,2024-05-31,10513,Oppo Reno 10 - Charging Problem,Repairs,88.55,27.7,60.85,Phone,Bizum,E04,Completed,Charging Problem
Sale,SO700416,2024-06-01,10223,P002,Sales,806.55,645.0,161.55,Phone,Bizum,E12,Completed,Phone sales order
Sale,SO700417,2024-06-01,10048,P024,Sales,56.9,8.0,48.9,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700418,2024-06-01,10030,P021; P024,Sales,89.8,19.0,70.8,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700419,2024-06-01,10231,P020,Sales,11.9,2.8,9.1,In-Store,Cash,E02,Completed,Phone sales order
Repair,RT900294,2024-06-01,10272,Huawei P40 - No Power,Repairs,158.2,53.7,104.5,WhatsApp,Card,E06,Completed,No Power
Repair,RT900295,2024-06-01,10353,Google Pixel 8a - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E05,Completed,Water Damage
Repair,RT900296,2024-06-01,10296,Oppo A78 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Card,E06,Completed,Water Damage
Sale,SO700420,2024-06-02,10659,P020,Sales,21.42,5.6,15.82,In-Store,Bizum,E12,Completed,Phone sales order
Repair,RT900297,2024-06-02,10074,Xiaomi Redmi Note 12 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT900298,2024-06-02,10304,Samsung Galaxy S21 - No Power,Repairs,183.2,62.45,120.75,Walk-in,Cash,E11,Completed,No Power
Repair,RT900299,2024-06-02,10506,Oppo Find X5 - Water Damage,Repairs,82.6,25.7,56.9,WhatsApp,Card,E05,Completed,Water Damage
Sale,SO700421,2024-06-03,10560,P014; P023,Sales,57.61,12.3,45.31,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO700422,2024-06-03,10174,P023,Sales,18.91,1.2,17.71,Website,Card,E12,Completed,Phone sales order
Sale,SO700423,2024-06-03,10569,P024,Sales,53.91,8.0,45.91,In-Store,Bizum,E03,Completed,Phone sales order
Repair,RT900300,2024-06-03,10641,Xiaomi Redmi Note 11 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT900301,2024-06-03,10370,Xiaomi Redmi Note 11 - Battery Drain,Repairs,115.15,37.45,77.7,WhatsApp,Bank Transfer,E05,Completed,Battery Drain
Sale,SO700424,2024-06-04,10583,P023,Sales,17.91,1.2,16.71,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO700425,2024-06-04,10461,P004; P011,Sales,498.9,366.2,132.7,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO700426,2024-06-04,10242,P021,Sales,29.9,11.0,18.9,Website,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700427,2024-06-05,10236,P005,Sales,799.0,610.0,189.0,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO700428,2024-06-05,10563,P003,Sales,809.1,690.0,119.1,Website,Bizum,E03,Completed,Phone sales order
Sale,SO700429,2024-06-05,10786,P003,Sales,854.05,690.0,164.05,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700430,2024-06-05,10367,P006,Sales,699.3,570.0,129.3,In-Store,PayPal,E02,Completed,Phone sales order
Repair,RT900302,2024-06-05,10310,Oppo A78 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Bizum,E11,Completed,Water Damage
Repair,RT900303,2024-06-05,10689,Samsung Galaxy S21 - Screen Crack,Repairs,257.45,89.95,167.5,WhatsApp,Bizum,E11,Completed,Screen Crack
Sale,SO700431,2024-06-06,10715,P024,Sales,59.9,8.0,51.9,Phone,Bizum,E03,Completed,Phone sales order
Repair,RT900304,2024-06-06,10148,Google Pixel 8a - Water Damage,Repairs,82.6,25.7,56.9,Phone,Bizum,E11,Completed,Water Damage
Sale,SO700432,2024-06-07,10549,P020,Sales,11.9,2.8,9.1,In-Store,Bank Transfer,E12,Completed,Phone sales order
Sale,SO700433,2024-06-07,10595,P015; P002,Sales,751.02,681.0,70.02,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO700434,2024-06-07,10337,P022; P014,Sales,46.87,8.9,37.97,Website,Cash,E09,Completed,Phone sales order
Sale,SO700435,2024-06-07,10448,P003,Sales,1528.3,1380.0,148.3,In-Store,Card,E03,Completed,Phone sales order
Sale,SO700436,2024-06-07,10492,P023; P022; P023,Sales,60.47,3.9,56.57,In-Store,PayPal,E03,Completed,Phone sales order
Repair,RT900305,2024-06-07,10556,Apple iPhone 15 - Back Glass Damage,Repairs,83.95,26.2,57.75,WhatsApp,Cash,E05,Completed,Back Glass Damage
Sale,SO700437,2024-06-08,10520,P022,Sales,23.65,1.5,22.15,Phone,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700438,2024-06-08,10456,P005; P002,Sales,1608.05,1255.0,353.05,In-Store,Card,E08,Completed,Phone sales order
Repair,RT900306,2024-06-08,10354,Oppo Reno 10 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E06,Completed,Screen Crack
Repair,RT900307,2024-06-08,10542,Huawei P40 - Water Damage,Repairs,117.6,37.95,79.65,WhatsApp,Cash,E04,Completed,Water Damage
Repair,RT900308,2024-06-08,10709,Google Pixel 7 - Camera Failure,Repairs,146.75,48.95,97.8,Walk-in,Bizum,E05,Completed,Camera Failure
Sale,SO700439,2024-06-09,10160,P010,Sales,549.0,385.0,164.0,Phone,Card,E02,Completed,Phone sales order
Sale,SO700440,2024-06-09,10200,P019,Sales,94.23,49.5,44.73,Website,Cash,E01,Completed,Phone sales order
Repair,RT900309,2024-06-09,10217,Apple iPhone 14 - Back Glass Damage,Repairs,83.95,26.2,57.75,Website,Bizum,E05,Waiting Parts,Back Glass Damage
Repair,RT900310,2024-06-09,10597,Samsung Galaxy S23 - Battery Drain,Repairs,100.15,32.2,67.95,WhatsApp,Card,E04,Completed,Battery Drain
Repair,RT900311,2024-06-09,10712,Xiaomi Poco X5 - Back Glass Damage,Repairs,98.95,31.45,67.5,Walk-in,Bizum,E06,Completed,Back Glass Damage
Repair,RT900312,2024-06-09,10729,Huawei P40 - Camera Failure,Repairs,136.75,45.45,91.3,Walk-in,Bank Transfer,E04,Completed,Camera Failure
Repair,RT900313,2024-06-10,10710,Xiaomi Poco X5 - Camera Failure,Repairs,121.75,40.2,81.55,Phone,Bizum,E04,Completed,Camera Failure
Repair,RT900314,2024-06-10,10773,Apple iPhone SE - Speaker Issue,Repairs,93.55,29.45,64.1,Walk-in,Card,E04,Completed,Speaker Issue
Sale,SO700441,2024-06-11,10437,P017,Sales,7.92,2.0,5.92,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO700442,2024-06-11,10384,P024; P007; P019,Sales,506.97,399.5,107.47,WhatsApp,Cash,E01,Completed,Phone sales order
Sale,SO700443,2024-06-11,10078,P004,Sales,958.0,720.0,238.0,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO700444,2024-06-11,10197,P005,Sales,799.0,610.0,189.0,WhatsApp,Cash,E08,Completed,Phone sales order
Repair,RT900315,2024-06-11,10501,Xiaomi Redmi Note 11 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Bank Transfer,E06,Completed,Battery Drain
Repair,RT900316,2024-06-11,10173,Xiaomi Redmi Note 11 - No Power,Repairs,163.2,55.45,107.75,WhatsApp,Card,E11,Completed,No Power
Sale,SO700445,2024-06-12,10624,P022,Sales,24.9,1.5,23.4,Marketplace,Card,E08,Completed,Phone sales order
Sale,SO700446,2024-06-12,10458,P012,Sales,13.41,3.1,10.31,Website,Card,E03,Completed,Phone sales order
Sale,SO700447,2024-06-12,10123,P020,Sales,11.9,2.8,9.1,Marketplace,Cash,E01,Completed,Phone sales order
Sale,SO700448,2024-06-12,10170,P017; P013,Sales,34.3,10.4,23.9,Phone,PayPal,E02,Completed,Phone sales order
Sale,SO700449,2024-06-12,10581,P001; P007,Sales,1947.1,1510.0,437.1,Marketplace,Cash,E01,Completed,Phone sales order
Repair,RT900317,2024-06-13,10205,Samsung Galaxy S24 - Screen Crack,Repairs,267.45,93.45,174.0,WhatsApp,Cash,E04,Completed,Screen Crack
Sale,SO700450,2024-06-14,10162,P009,Sales,599.0,420.0,179.0,WhatsApp,Bank Transfer,E03,Completed,Phone sales order
Repair,RT900318,2024-06-14,10112,Xiaomi Redmi Note 13 - Back Glass Damage,Repairs,93.95,29.7,64.25,WhatsApp,Cash,E05,Completed,Back Glass Damage
Sale,SO700451,2024-06-15,10706,P023,Sales,19.9,1.2,18.7,Marketplace,Card,E12,Completed,Phone sales order
Sale,SO700452,2024-06-15,10080,P015,Sales,39.9,18.0,21.9,Marketplace,Bizum,E03,Completed,Phone sales order
Sale,SO700453,2024-06-15,10680,P023; P004,Sales,451.0,361.2,89.8,In-Store,Card,E12,Completed,Phone sales order
Sale,SO700454,2024-06-15,10479,P017; P024,Sales,69.3,10.0,59.3,WhatsApp,Card,E03,Completed,Phone sales order
Repair,RT900319,2024-06-15,10039,Xiaomi Redmi Note 13 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT900320,2024-06-15,10389,OnePlus Nord 4 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Card,E05,Completed,Charging Problem
Sale,SO700455,2024-06-16,10385,P014; P021; P015,Sales,145.14,58.4,86.74,WhatsApp,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700456,2024-06-16,10727,P024,Sales,56.9,8.0,48.9,WhatsApp,PayPal,E09,Completed,Phone sales order
Sale,SO700457,2024-06-16,10533,P005,Sales,1438.2,1220.0,218.2,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700458,2024-06-16,10220,P020,Sales,22.61,5.6,17.01,Website,Card,E09,Completed,Phone sales order
Repair,RT900321,2024-06-16,10631,Samsung Galaxy S22 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Card,E06,Completed,Battery Drain
Repair,RT900322,2024-06-16,10602,OnePlus Nord 4 - Battery Drain,Repairs,125.15,40.95,84.2,Phone,Card,E05,Completed,Battery Drain
Sale,SO700459,2024-06-17,10688,P019,Sales,34.9,16.5,18.4,Website,Cash,E01,Completed,Phone sales order
Sale,SO700460,2024-06-17,10725,P010,Sales,549.0,385.0,164.0,WhatsApp,PayPal,E01,Completed,Phone sales order
Sale,SO700461,2024-06-17,10380,P024,Sales,59.9,8.0,51.9,In-Store,Cash,E01,Completed,Phone sales order
Repair,RT900323,2024-06-17,10686,Huawei P30 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT900324,2024-06-17,10001,OnePlus Nord 3 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Bizum,E06,Completed,Charging Problem
Sale,SO700462,2024-06-18,10287,P019,Sales,104.7,49.5,55.2,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO700463,2024-06-18,10005,P023; P013; P003,Sales,786.41,708.0,78.41,WhatsApp,Cash,E12,Completed,Phone sales order
Repair,RT900325,2024-06-18,10703,OnePlus Nord 2 - Camera Failure,Repairs,136.75,45.45,91.3,Phone,Cash,E06,Completed,Camera Failure
Repair,RT900326,2024-06-18,10334,Xiaomi Redmi Note 13 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Cash,E05,Completed,Charging Problem
Sale,SO700464,2024-06-19,10431,P022,Sales,21.17,1.5,19.67,Website,Card,E03,Completed,Phone sales order
Sale,SO700465,2024-06-19,10304,P009,Sales,599.0,420.0,179.0,In-Store,Card,E03,Completed,Phone sales order
Repair,RT900327,2024-06-19,10486,Samsung Galaxy A34 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT900328,2024-06-19,10019,Apple iPhone 15 - Battery Drain,Repairs,151.35,50.45,100.9,Walk-in,Bank Transfer,E06,Completed,Battery Drain
Sale,SO700466,2024-06-20,10256,P003,Sales,854.05,690.0,164.05,In-Store,Bizum,E02,Completed,Phone sales order
Sale,SO700467,2024-06-20,10022,P004; P014; P012,Sales,422.92,369.9,53.02,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO700468,2024-06-20,10350,P008,Sales,529.0,390.0,139.0,Website,Cash,E01,Completed,Phone sales order
Repair,RT900329,2024-06-20,10620,Huawei P40 - Charging Problem,Repairs,88.55,27.7,60.85,WhatsApp,PayPal,E05,Completed,Charging Problem
Repair,RT900330,2024-06-20,10725,Google Pixel 8 - Back Glass Damage,Repairs,108.95,34.95,74.0,WhatsApp,Card,E06,Completed,Back Glass Damage
Sale,SO700469,2024-06-21,10672,P024,Sales,47.92,8.0,39.92,In-Store,Card,E02,Completed,Phone sales order
Sale,SO700470,2024-06-21,10646,P015; P007,Sales,1077.8,786.0,291.8,In-Store,Card,E01,Completed,Phone sales order
Repair,RT900331,2024-06-21,10732,Samsung Galaxy S22 - Back Glass Damage,Repairs,88.95,27.95,61.0,WhatsApp,Card,E11,Completed,Back Glass Damage
Repair,RT900332,2024-06-21,10606,OnePlus Nord 4 - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Bizum,E05,Completed,Camera Failure
Sale,SO700471,2024-06-22,10270,P004; P012,Sales,521.46,369.3,152.16,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700472,2024-06-22,10498,P007,Sales,449.1,375.0,74.1,Website,Bizum,E03,Completed,Phone sales order
Sale,SO700473,2024-06-22,10387,P007; P014; P014,Sales,835.81,761.1,74.71,WhatsApp,Card,E02,Completed,Phone sales order
Sale,SO700474,2024-06-22,10192,P018,Sales,17.0,5.0,12.0,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO700475,2024-06-22,10752,P001,Sales,999.0,760.0,239.0,WhatsApp,Bank Transfer,E02,Completed,Phone sales order
Repair,RT900333,2024-06-22,10029,Xiaomi Redmi Note 12 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT900334,2024-06-22,10017,Xiaomi Redmi Note 12 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Card,E05,Completed,Battery Drain
Sale,SO700476,2024-06-23,10792,P002; P002; P016,Sales,1682.46,1303.0,379.46,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO700477,2024-06-23,10203,P007,Sales,424.15,375.0,49.15,In-Store,PayPal,E08,Completed,Phone sales order
Repair,RT900335,2024-06-23,10754,Oppo Find X5 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E06,Completed,Water Damage
Repair,RT900336,2024-06-23,10455,Xiaomi Redmi Note 12 - Battery Drain,Repairs,125.15,40.95,84.2,Website,PayPal,E06,Completed,Battery Drain
Repair,RT900337,2024-06-23,10134,Apple iPhone 12 - Battery Drain,Repairs,116.35,38.2,78.15,Phone,Cash,E06,Completed,Battery Drain
Repair,RT900338,2024-06-24,10733,Huawei P50 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Bizum,E04,Completed,Charging Problem
